Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Previous Purchases,Frequency of Purchases
67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,No,20,Annually
70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,No,42,Annually
35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,No,16,Monthly
41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,No,32,Every 3 Months
54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,No,37,Quarterly
55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,No,1,Monthly
51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,No,37,Weekly
19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,No,5,Quarterly
28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,No,31,Fortnightly
63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,No,18,Annually
30,Male,Pants,Clothing,78,Georgia,L,White,Winter,No,39,Every 3 Months
29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,No,8,Bi-Weekly
24,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,No,20,Monthly
69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,No,23,Every 3 Months
65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,No,38,Fortnightly
64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,No,45,Fortnightly
40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,No,44,Fortnightly
24,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,No,20,Monthly
66,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,No,34,Bi-Weekly
35,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,No,10,Weekly
67,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,No,3,Annually
69,Male,Sandals,Footwear,68,South Dakota,S,Beige,Spring,No,23,Fortnightly
26,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,No,42,Annually
23,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,No,30,Annually
27,Male,Shirt,Clothing,64,Texas,M,Silver,Summer,No,21,Every 3 Months
30,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,No,50,Weekly
48,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,No,16,Bi-Weekly
44,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,No,32,Annually
29,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,No,14,Fortnightly
29,Male,Belt,Accessories,23,Louisiana,L,Teal,Fall,No,42,Bi-Weekly
67,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,No,47,Every 3 Months
42,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,No,21,Weekly
23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,No,37,Monthly
34,Male,Blouse,Clothing,32,New York,L,Silver,Summer,No,10,Annually
64,Male,Backpack,Accessories,63,Montana,S,Orange,Spring,No,18,Every 3 Months
31,Male,Pants,Clothing,56,Mississippi,XL,Peach,Spring,No,2,Every 3 Months
54,Male,Sweater,Clothing,33,Alaska,L,Brown,Winter,No,40,Annually
23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,No,43,Annually
59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,No,14,Every 3 Months
32,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,No,41,Quarterly
43,Male,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,No,38,Every 3 Months
32,Male,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,No,12,Annually
66,Male,T-shirt,Clothing,79,Missouri,M,Violet,Winter,No,19,Monthly
70,Male,Shoes,Footwear,28,Missouri,M,Lavender,Summer,No,23,Bi-Weekly
42,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,No,49,Annually
56,Male,Shorts,Clothing,75,Mississippi,L,Green,Spring,No,29,Quarterly
28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,No,14,Bi-Weekly
28,Male,Pants,Clothing,43,Kentucky,M,Green,Spring,No,19,Monthly
52,Male,Shorts,Clothing,93,Connecticut,M,Maroon,Spring,No,19,Bi-Weekly
65,Male,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,No,48,Weekly
56,Male,Hat,Accessories,31,California,XL,Teal,Fall,No,19,Annually
59,Male,T-shirt,Clothing,84,Missouri,L,Orange,Winter,No,45,Every 3 Months
23,Male,Pants,Clothing,74,Washington,M,Violet,Winter,No,17,Quarterly
58,Male,Shorts,Clothing,62,New York,M,Yellow,Spring,No,15,Every 3 Months
39,Male,Jewelry,Accessories,77,Indiana,S,Orange,Summer,No,11,Fortnightly
28,Male,Backpack,Accessories,73,Oregon,L,Gold,Summer,No,1,Monthly
40,Male,Shoes,Footwear,50,Texas,M,Indigo,Spring,No,17,Monthly
52,Male,Coat,Outerwear,40,Florida,M,Turquoise,Winter,No,37,Weekly
37,Male,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,No,40,Weekly
70,Male,Gloves,Accessories,63,Texas,M,Indigo,Fall,No,50,Every 3 Months
30,Male,Handbag,Accessories,65,Vermont,M,Charcoal,Fall,No,20,Bi-Weekly
38,Male,Socks,Clothing,91,Maryland,M,Lavender,Spring,No,8,Bi-Weekly
66,Male,Hoodie,Clothing,60,Alaska,S,Gold,Spring,No,16,Quarterly
29,Male,Pants,Clothing,69,Idaho,M,Lavender,Winter,No,9,Quarterly
46,Male,Coat,Outerwear,52,West Virginia,S,White,Spring,No,12,Monthly
56,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,No,26,Weekly
23,Male,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,No,44,Fortnightly
37,Male,Sweater,Clothing,86,Tennessee,L,Silver,Spring,No,19,Bi-Weekly
56,Male,Handbag,Accessories,51,Alabama,S,Yellow,Winter,No,43,Fortnightly
36,Male,Belt,Accessories,56,Indiana,L,Olive,Winter,No,5,Every 3 Months
40,Male,Belt,Accessories,72,Idaho,M,Peach,Fall,No,5,Every 3 Months
26,Male,Hoodie,Clothing,27,Rhode Island,XL,Yellow,Fall,No,31,Quarterly
57,Male,Sunglasses,Accessories,43,Arizona,XL,Yellow,Summer,No,11,Monthly
68,Male,Sneakers,Footwear,56,Florida,M,Indigo,Spring,No,34,Monthly
56,Male,T-shirt,Clothing,37,New York,S,Violet,Fall,No,14,Annually
40,Male,Dress,Clothing,21,Nebraska,M,White,Fall,No,42,Weekly
44,Male,Hoodie,Clothing,91,Mississippi,L,White,Winter,No,15,Bi-Weekly
44,Male,Sweater,Clothing,95,Vermont,M,Cyan,Summer,No,47,Monthly
19,Male,Belt,Accessories,54,Nebraska,XL,Purple,Spring,No,23,Fortnightly
21,Male,Socks,Clothing,36,South Carolina,XL,Black,Spring,No,23,Bi-Weekly
31,Male,Sunglasses,Accessories,71,Delaware,M,Orange,Fall,No,1,Every 3 Months
30,Male,Coat,Outerwear,31,Vermont,L,Maroon,Summer,No,28,Quarterly
65,Male,Hat,Accessories,89,Indiana,XL,Orange,Spring,No,37,Bi-Weekly
39,Male,Pants,Clothing,83,Oregon,M,Teal,Winter,No,4,Every 3 Months
64,Male,Backpack,Accessories,42,Maryland,M,Gray,Spring,No,21,Quarterly
59,Male,Shorts,Clothing,91,Florida,M,Blue,Summer,No,50,Bi-Weekly
49,Male,Jacket,Outerwear,61,Indiana,M,Cyan,Spring,No,34,Annually
24,Male,Backpack,Accessories,66,Texas,S,Red,Summer,No,20,Quarterly
19,Male,Scarf,Accessories,22,Nebraska,XL,Pink,Spring,No,25,Every 3 Months
27,Male,Hoodie,Clothing,68,North Carolina,S,Cyan,Winter,No,26,Fortnightly
56,Male,Skirt,Clothing,43,Alabama,L,Black,Fall,No,4,Annually
49,Male,Dress,Clothing,32,Alabama,M,Beige,Fall,No,39,Monthly
41,Male,Coat,Outerwear,46,Colorado,M,Gray,Fall,No,29,Weekly
36,Male,Blouse,Clothing,90,Wisconsin,L,Red,Summer,No,47,Quarterly
68,Male,Hat,Accessories,75,Delaware,L,Yellow,Fall,No,5,Every 3 Months
28,Male,Handbag,Accessories,69,Indiana,M,Magenta,Winter,No,18,Fortnightly
45,Male,Belt,Accessories,40,Iowa,M,Magenta,Fall,No,10,Fortnightly
60,Male,Belt,Accessories,63,Iowa,S,Black,Fall,No,25,Quarterly
21,Male,Shirt,Clothing,36,Wisconsin,L,Orange,Summer,No,2,Weekly
32,Male,Shoes,Footwear,75,Iowa,M,Green,Winter,No,48,Fortnightly
27,Male,Scarf,Accessories,67,Montana,L,Peach,Summer,No,41,Every 3 Months
40,Male,Pants,Clothing,64,Mississippi,M,Charcoal,Spring,No,42,Monthly
64,Male,Blouse,Clothing,61,Michigan,M,Gray,Fall,No,44,Bi-Weekly
18,Male,Gloves,Accessories,40,Virginia,L,Turquoise,Winter,No,6,Quarterly
22,Male,Handbag,Accessories,97,New York,M,Red,Fall,No,5,Quarterly
42,Male,Sneakers,Footwear,31,Maine,L,Brown,Spring,No,8,Annually
57,Male,Sandals,Footwear,65,New Jersey,L,Pink,Spring,No,24,Annually
33,Male,Sunglasses,Accessories,54,Maryland,L,Olive,Spring,No,42,Monthly
37,Male,Jacket,Outerwear,49,Kentucky,XL,Lavender,Fall,No,24,Weekly
21,Male,T-shirt,Clothing,64,Minnesota,L,Purple,Fall,No,38,Bi-Weekly
51,Male,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,No,41,Fortnightly
30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,No,48,Quarterly
68,Male,Jacket,Outerwear,55,Michigan,L,Brown,Winter,No,16,Quarterly
36,Male,Scarf,Accessories,58,Wisconsin,M,Beige,Spring,No,4,Monthly
46,Male,Sneakers,Footwear,96,Alaska,M,Beige,Fall,No,8,Weekly
41,Male,Jewelry,Accessories,64,Mississippi,M,Indigo,Fall,No,1,Bi-Weekly
68,Male,Jacket,Outerwear,56,Oregon,M,Silver,Fall,No,4,Quarterly
21,Male,Blouse,Clothing,85,Maryland,M,Gold,Winter,No,20,Monthly
62,Male,Dress,Clothing,23,Arkansas,M,Lavender,Spring,No,40,Quarterly
59,Male,Scarf,Accessories,72,Illinois,L,Orange,Fall,No,8,Fortnightly
25,Male,Hat,Accessories,38,Arkansas,M,Maroon,Summer,No,42,Weekly
53,Male,Blouse,Clothing,29,Mississippi,S,White,Winter,No,38,Annually
31,Male,Gloves,Accessories,46,Arkansas,M,Yellow,Spring,No,34,Every 3 Months
46,Male,Gloves,Accessories,58,Idaho,L,Yellow,Spring,No,14,Fortnightly
26,Male,Coat,Outerwear,43,Iowa,L,Magenta,Fall,No,39,Weekly
47,Male,Scarf,Accessories,32,West Virginia,L,Turquoise,Spring,No,40,Bi-Weekly
37,Male,Pants,Clothing,30,Wisconsin,XL,Lavender,Winter,No,49,Monthly
55,Male,Sunglasses,Accessories,67,Massachusetts,S,Magenta,Summer,No,33,Annually
30,Male,Dress,Clothing,45,Texas,M,Cyan,Summer,No,25,Weekly
19,Male,Hat,Accessories,81,Nebraska,M,Olive,Winter,No,48,Annually
36,Male,Backpack,Accessories,23,Nevada,M,Red,Fall,No,22,Every 3 Months
23,Male,Sandals,Footwear,59,Indiana,M,Blue,Fall,No,1,Weekly
62,Male,Sunglasses,Accessories,21,North Dakota,L,White,Summer,No,47,Monthly
26,Male,Backpack,Accessories,20,Georgia,M,Peach,Spring,No,20,Bi-Weekly
36,Male,Jewelry,Accessories,28,New Mexico,M,Charcoal,Winter,No,10,Weekly
33,Male,Socks,Clothing,100,New Hampshire,M,Peach,Winter,No,39,Monthly
32,Male,Shirt,Clothing,46,Washington,L,Turquoise,Spring,No,15,Monthly
56,Male,Handbag,Accessories,61,Nevada,XL,Charcoal,Spring,No,11,Annually
58,Male,Blouse,Clothing,58,Maine,M,Yellow,Winter,No,38,Weekly
34,Male,Backpack,Accessories,50,Idaho,M,Blue,Spring,No,41,Fortnightly
61,Male,Hat,Accessories,93,Tennessee,M,Purple,Summer,No,18,Annually
48,Male,Skirt,Clothing,24,Louisiana,L,Green,Summer,No,13,Quarterly
25,Male,Shorts,Clothing,100,Michigan,M,Charcoal,Summer,No,43,Annually
51,Male,Blouse,Clothing,79,New Hampshire,S,Indigo,Fall,No,12,Quarterly
29,Male,Socks,Clothing,51,Minnesota,M,Black,Summer,No,3,Bi-Weekly
54,Male,Belt,Accessories,90,Illinois,M,Blue,Winter,No,12,Every 3 Months
48,Male,Boots,Footwear,56,Idaho,L,Silver,Summer,No,46,Quarterly
62,Male,Shorts,Clothing,25,Montana,S,Brown,Spring,No,21,Fortnightly
18,Male,Shirt,Clothing,75,Alabama,M,Violet,Summer,No,23,Every 3 Months
43,Male,Handbag,Accessories,75,Montana,M,Orange,Summer,No,4,Quarterly
22,Male,Jeans,Clothing,53,California,XL,Gray,Summer,No,45,Every 3 Months
68,Male,Dress,Clothing,100,Pennsylvania,S,Gold,Spring,No,24,Fortnightly
44,Male,Dress,Clothing,27,Texas,L,Charcoal,Fall,No,3,Bi-Weekly
51,Male,Sandals,Footwear,60,Michigan,S,Black,Fall,No,12,Every 3 Months
66,Male,Jacket,Outerwear,23,Connecticut,S,Indigo,Fall,No,34,Every 3 Months
59,Male,Coat,Outerwear,40,Wyoming,S,White,Winter,No,39,Annually
60,Male,Pants,Clothing,38,Michigan,M,Yellow,Summer,No,35,Every 3 Months
31,Male,Backpack,Accessories,90,South Dakota,S,Orange,Summer,No,8,Annually
20,Male,Blouse,Clothing,97,North Dakota,S,Green,Summer,No,42,Quarterly
24,Male,Skirt,Clothing,38,Maryland,L,Gold,Fall,No,6,Every 3 Months
48,Male,Sandals,Footwear,30,Michigan,S,Orange,Summer,No,3,Fortnightly
39,Male,Pants,Clothing,88,South Dakota,M,Cyan,Fall,No,29,Quarterly
34,Male,Hat,Accessories,33,Florida,L,Black,Winter,No,32,Quarterly
70,Male,Hoodie,Clothing,60,Minnesota,L,Yellow,Winter,No,45,Weekly
59,Male,Sweater,Clothing,64,New York,L,Maroon,Summer,No,21,Bi-Weekly
45,Male,Scarf,Accessories,95,Oregon,XL,Black,Fall,No,41,Weekly
35,Male,Sneakers,Footwear,83,Minnesota,M,Gray,Winter,No,23,Fortnightly
69,Male,Boots,Footwear,97,Montana,XL,Orange,Winter,No,14,Annually
58,Male,Coat,Outerwear,38,Washington,M,Cyan,Spring,No,24,Monthly
25,Male,Boots,Footwear,48,New Mexico,M,Magenta,Summer,No,25,Fortnightly
27,Male,Sandals,Footwear,76,Arizona,M,Pink,Spring,No,13,Monthly
34,Male,Pants,Clothing,25,Nebraska,S,Turquoise,Summer,No,3,Every 3 Months
53,Male,Hoodie,Clothing,92,Idaho,S,Violet,Spring,No,42,Annually
58,Male,Sandals,Footwear,47,Idaho,L,Teal,Fall,No,2,Monthly
32,Male,Sweater,Clothing,36,Vermont,L,Pink,Fall,No,26,Quarterly
64,Male,Belt,Accessories,51,Arkansas,M,Gold,Fall,No,24,Annually
63,Male,Jeans,Clothing,35,Wyoming,XL,Red,Summer,No,6,Quarterly
23,Male,Hoodie,Clothing,57,New Mexico,S,Beige,Summer,No,25,Monthly
64,Male,Boots,Footwear,95,West Virginia,M,Black,Summer,No,11,Every 3 Months
18,Male,Socks,Clothing,41,New York,L,Lavender,Winter,No,20,Every 3 Months
25,Male,Dress,Clothing,44,Illinois,S,Teal,Winter,No,25,Quarterly
54,Male,Jacket,Outerwear,34,Utah,M,Maroon,Fall,No,35,Quarterly
60,Male,Jacket,Outerwear,25,Colorado,L,Blue,Spring,No,11,Quarterly
36,Male,Boots,Footwear,93,Virginia,S,Teal,Winter,No,41,Fortnightly
66,Male,Sneakers,Footwear,50,Georgia,L,Maroon,Winter,No,17,Annually
60,Male,Pants,Clothing,79,Alabama,L,Silver,Fall,No,1,Every 3 Months
59,Male,Coat,Outerwear,100,Montana,S,Olive,Spring,No,30,Every 3 Months
58,Male,Shirt,Clothing,57,Pennsylvania,S,Gray,Spring,No,47,Fortnightly
35,Male,Sweater,Clothing,28,Missouri,M,Peach,Spring,No,34,Weekly
20,Male,Shoes,Footwear,35,Maine,L,Yellow,Winter,No,18,Fortnightly
70,Male,Boots,Footwear,85,Pennsylvania,L,Violet,Fall,No,33,Bi-Weekly
54,Male,Sunglasses,Accessories,95,Oregon,S,Red,Summer,No,42,Quarterly
38,Male,Sneakers,Footwear,90,Utah,S,Charcoal,Summer,No,2,Quarterly
54,Male,Jewelry,Accessories,49,Oklahoma,M,Beige,Summer,No,1,Monthly
33,Male,Belt,Accessories,92,Montana,M,Peach,Winter,No,23,Quarterly
46,Male,Gloves,Accessories,72,Nebraska,XL,Violet,Winter,No,42,Bi-Weekly
58,Male,Shorts,Clothing,71,Alabama,M,Green,Summer,No,3,Annually
30,Male,Jewelry,Accessories,27,Ohio,XL,Olive,Winter,No,16,Fortnightly
42,Male,Gloves,Accessories,39,Arkansas,S,Silver,Fall,No,46,Fortnightly
28,Male,Jewelry,Accessories,98,Mississippi,M,Purple,Winter,No,31,Every 3 Months
43,Male,Sandals,Footwear,27,California,M,Silver,Spring,No,15,Every 3 Months
31,Male,Jewelry,Accessories,71,Alaska,S,Gray,Spring,No,48,Every 3 Months
39,Male,Hat,Accessories,24,Indiana,L,Turquoise,Spring,No,11,Weekly
69,Male,Shorts,Clothing,63,Wisconsin,M,Violet,Fall,No,20,Every 3 Months
31,Male,Sweater,Clothing,72,New Jersey,S,Pink,Fall,No,6,Monthly
44,Male,Blouse,Clothing,61,Rhode Island,M,Teal,Spring,No,24,Monthly
39,Male,Hat,Accessories,56,Wyoming,M,Magenta,Fall,No,18,Monthly
24,Male,Belt,Accessories,32,Oregon,XL,Silver,Summer,No,1,Every 3 Months
28,Male,Gloves,Accessories,23,Washington,M,Blue,Summer,No,13,Bi-Weekly
48,Male,Coat,Outerwear,100,Washington,L,Black,Spring,No,2,Weekly
39,Male,Jewelry,Accessories,74,New Hampshire,M,Gold,Fall,No,26,Quarterly
64,Male,Skirt,Clothing,33,Maryland,S,Gray,Spring,No,31,Quarterly
28,Male,Gloves,Accessories,67,Wisconsin,S,Magenta,Spring,No,43,Weekly
39,Male,Jewelry,Accessories,61,Massachusetts,S,Yellow,Summer,No,12,Bi-Weekly
49,Male,Shorts,Clothing,46,Nebraska,M,Teal,Summer,No,22,Every 3 Months
22,Male,Gloves,Accessories,56,Nebraska,L,Red,Spring,No,3,Fortnightly
25,Male,Sneakers,Footwear,73,Idaho,S,Yellow,Spring,No,23,Every 3 Months
40,Male,Skirt,Clothing,44,Arizona,L,Black,Summer,No,26,Annually
23,Male,Hat,Accessories,44,Hawaii,L,Pink,Winter,No,37,Weekly
24,Male,Jewelry,Accessories,26,Missouri,XL,Magenta,Summer,No,42,Quarterly
66,Male,Sneakers,Footwear,52,Louisiana,L,Olive,Spring,No,15,Bi-Weekly
27,Male,Shirt,Clothing,54,Arkansas,S,Black,Summer,No,10,Quarterly
62,Male,Jacket,Outerwear,38,North Carolina,M,Maroon,Summer,No,3,Quarterly
70,Male,Belt,Accessories,44,North Dakota,S,Gold,Fall,No,44,Quarterly
43,Male,T-shirt,Clothing,76,Montana,M,Gray,Spring,No,23,Fortnightly
45,Male,Jewelry,Accessories,23,Rhode Island,M,Brown,Winter,No,6,Weekly
63,Male,T-shirt,Clothing,98,Idaho,M,Purple,Winter,No,9,Bi-Weekly
69,Male,Jacket,Outerwear,33,Michigan,S,Magenta,Spring,No,16,Every 3 Months
59,Male,Sweater,Clothing,32,Illinois,M,Teal,Summer,No,46,Fortnightly
19,Male,Boots,Footwear,85,Georgia,S,Olive,Fall,No,24,Every 3 Months
63,Male,Jeans,Clothing,69,Alabama,L,Maroon,Summer,No,22,Monthly
37,Male,Jeans,Clothing,55,Alaska,XL,Silver,Spring,No,13,Every 3 Months
37,Male,Pants,Clothing,66,Massachusetts,M,Black,Summer,No,20,Fortnightly
50,Male,Jacket,Outerwear,30,Michigan,M,Maroon,Fall,No,46,Quarterly
60,Male,Jacket,Outerwear,80,Alaska,M,Teal,Winter,No,10,Monthly
46,Male,Belt,Accessories,20,North Dakota,M,Teal,Summer,No,39,Monthly
35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,No,44,Quarterly
66,Male,Dress,Clothing,86,Pennsylvania,S,Maroon,Winter,No,7,Annually
35,Male,Blouse,Clothing,84,Colorado,L,Beige,Spring,No,3,Every 3 Months
20,Male,Dress,Clothing,54,New Hampshire,XL,White,Summer,No,44,Annually
55,Male,Blouse,Clothing,30,Maryland,XL,Gray,Fall,No,31,Annually
34,Male,Dress,Clothing,91,Georgia,M,Violet,Winter,No,48,Weekly
60,Male,Sneakers,Footwear,23,Wisconsin,L,Silver,Winter,No,18,Bi-Weekly
22,Male,Socks,Clothing,35,Texas,M,Red,Spring,No,27,Monthly
26,Male,Shoes,Footwear,90,Utah,L,Brown,Winter,No,1,Weekly
39,Male,Jeans,Clothing,93,Indiana,S,Turquoise,Fall,No,34,Weekly
20,Male,Jeans,Clothing,68,Nevada,L,Indigo,Winter,No,5,Bi-Weekly
57,Male,Gloves,Accessories,41,New Hampshire,M,Violet,Spring,No,12,Quarterly
68,Male,Belt,Accessories,73,New York,M,Yellow,Winter,No,14,Fortnightly
50,Male,Sunglasses,Accessories,73,Texas,L,Cyan,Fall,No,40,Weekly
21,Male,Hat,Accessories,66,Iowa,M,Brown,Summer,No,39,Quarterly
29,Male,Backpack,Accessories,59,Washington,M,White,Summer,No,50,Weekly
38,Male,Shorts,Clothing,72,Tennessee,L,Yellow,Spring,No,5,Monthly
54,Male,Socks,Clothing,88,Georgia,M,White,Summer,No,35,Annually
22,Male,Socks,Clothing,76,Massachusetts,L,Pink,Summer,No,6,Bi-Weekly
29,Male,Belt,Accessories,31,Oregon,M,Indigo,Winter,No,22,Fortnightly
41,Male,Jacket,Outerwear,22,Oklahoma,L,White,Summer,No,27,Monthly
26,Male,Hat,Accessories,75,Wisconsin,L,Red,Fall,No,33,Fortnightly
69,Male,T-shirt,Clothing,75,Oregon,S,Red,Spring,No,47,Bi-Weekly
20,Male,Backpack,Accessories,63,Georgia,M,Lavender,Winter,No,48,Bi-Weekly
59,Male,Coat,Outerwear,21,New Mexico,M,Teal,Spring,No,22,Quarterly
63,Male,Backpack,Accessories,83,Mississippi,S,Violet,Spring,No,8,Bi-Weekly
68,Male,Jacket,Outerwear,46,Wisconsin,S,Silver,Winter,No,5,Every 3 Months
50,Male,Shoes,Footwear,59,New Hampshire,M,Gold,Summer,No,16,Quarterly
55,Male,Blouse,Clothing,66,Wyoming,M,Green,Summer,No,26,Fortnightly
36,Male,Sandals,Footwear,74,West Virginia,S,Turquoise,Fall,No,8,Monthly
18,Male,Sunglasses,Accessories,82,Michigan,M,Indigo,Summer,No,17,Quarterly
68,Male,Shoes,Footwear,89,Alaska,L,Black,Spring,No,50,Annually
56,Male,Dress,Clothing,65,Illinois,L,Charcoal,Fall,No,22,Bi-Weekly
32,Male,Belt,Accessories,55,Hawaii,M,Turquoise,Spring,No,19,Every 3 Months
28,Male,Shorts,Clothing,95,Colorado,M,Red,Winter,No,14,Monthly
24,Male,Handbag,Accessories,77,Illinois,S,Indigo,Winter,No,35,Bi-Weekly
59,Male,Blouse,Clothing,44,Hawaii,M,Maroon,Winter,No,43,Weekly
56,Male,Jeans,Clothing,89,Wisconsin,M,Indigo,Fall,No,24,Annually
30,Male,Jewelry,Accessories,24,Arkansas,M,Maroon,Spring,No,17,Bi-Weekly
48,Male,Belt,Accessories,43,Delaware,M,Black,Winter,No,49,Annually
60,Male,Sneakers,Footwear,51,Oregon,XL,Purple,Summer,No,17,Annually
46,Male,Hat,Accessories,46,South Carolina,L,Teal,Summer,No,40,Quarterly
69,Male,Dress,Clothing,32,Maryland,M,Silver,Summer,No,43,Weekly
19,Male,Sneakers,Footwear,55,Kansas,M,Black,Spring,No,19,Every 3 Months
66,Male,Sunglasses,Accessories,26,Arkansas,S,Black,Summer,No,40,Quarterly
64,Male,Handbag,Accessories,29,Minnesota,M,Olive,Summer,No,13,Monthly
54,Male,Blouse,Clothing,49,New Mexico,L,Purple,Spring,No,20,Monthly
27,Male,Blouse,Clothing,45,Delaware,M,Indigo,Spring,No,21,Quarterly
64,Male,Shorts,Clothing,48,Utah,S,Lavender,Winter,No,18,Bi-Weekly
43,Male,Shorts,Clothing,47,Ohio,S,Cyan,Winter,No,44,Quarterly
43,Male,Hoodie,Clothing,57,Alabama,M,Gold,Fall,No,26,Quarterly
27,Male,Backpack,Accessories,34,South Dakota,L,Magenta,Fall,No,34,Quarterly
35,Male,Sunglasses,Accessories,75,New Mexico,XL,Teal,Fall,No,24,Every 3 Months
43,Male,Scarf,Accessories,94,Oregon,L,Beige,Fall,No,23,Fortnightly
57,Male,Hat,Accessories,84,Oregon,M,Teal,Winter,No,3,Weekly
50,Male,Scarf,Accessories,38,Mississippi,M,Indigo,Summer,No,2,Quarterly
37,Male,Scarf,Accessories,75,Alabama,M,Purple,Winter,No,23,Bi-Weekly
68,Male,Pants,Clothing,44,Kansas,M,Teal,Fall,No,8,Weekly
22,Male,Backpack,Accessories,33,California,XL,Turquoise,Summer,No,30,Every 3 Months
58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,No,48,Annually
48,Male,Sneakers,Footwear,99,Wyoming,S,Green,Winter,No,21,Bi-Weekly
30,Male,Backpack,Accessories,33,Minnesota,M,Turquoise,Spring,No,9,Monthly
51,Male,Sneakers,Footwear,76,Washington,L,Yellow,Spring,No,8,Monthly
20,Male,Skirt,Clothing,63,Hawaii,M,Orange,Summer,No,29,Weekly
30,Male,Pants,Clothing,41,Missouri,L,Brown,Winter,No,3,Every 3 Months
28,Male,Jewelry,Accessories,88,Colorado,L,Silver,Winter,No,11,Fortnightly
37,Male,Skirt,Clothing,92,Washington,L,White,Summer,No,16,Monthly
36,Male,T-shirt,Clothing,31,North Dakota,L,Indigo,Summer,No,25,Weekly
18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,No,32,Bi-Weekly
52,Male,Shirt,Clothing,28,California,M,Turquoise,Spring,No,28,Fortnightly
56,Male,Dress,Clothing,75,Michigan,M,White,Spring,No,36,Monthly
68,Male,Boots,Footwear,34,Delaware,S,Olive,Spring,No,7,Fortnightly
62,Male,Pants,Clothing,97,California,S,Maroon,Winter,No,2,Quarterly
35,Male,Jacket,Outerwear,80,Oklahoma,M,Violet,Summer,No,6,Monthly
65,Male,Sneakers,Footwear,71,North Dakota,L,Cyan,Summer,No,30,Annually
69,Male,Jewelry,Accessories,77,Ohio,L,Teal,Fall,No,46,Quarterly
28,Male,Belt,Accessories,41,Hawaii,L,Red,Spring,No,39,Monthly
37,Male,Scarf,Accessories,92,Maryland,XL,Yellow,Summer,No,8,Annually
41,Male,Blouse,Clothing,95,Hawaii,S,Silver,Spring,No,46,Quarterly
37,Male,Sweater,Clothing,25,Alabama,M,Charcoal,Fall,No,40,Fortnightly
25,Male,Boots,Footwear,77,Oklahoma,M,Purple,Fall,No,21,Weekly
41,Male,Socks,Clothing,99,Alabama,M,Beige,Summer,No,33,Fortnightly
48,Male,Belt,Accessories,24,Vermont,L,Cyan,Winter,No,3,Monthly
42,Male,Sneakers,Footwear,72,Ohio,M,Silver,Summer,No,48,Weekly
54,Male,Jeans,Clothing,80,Wisconsin,S,Pink,Winter,No,8,Annually
18,Male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,No,24,Annually
56,Male,Shoes,Footwear,83,Iowa,M,Cyan,Summer,No,10,Every 3 Months
61,Male,Dress,Clothing,95,Maryland,M,Black,Spring,No,25,Monthly
